"","X","filename","decade","category","license","year","fees_usd","items","revenues_usd"
"247",247,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (R)",1981,25,343,8575
"248",248,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (NR)",1981,100,13,1300
"249",249,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Guide Employee Registration",1981,NA,NA,NA
"250",250,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A <500",1981,75,59,4425
"251",251,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A >500",1981,100,83,8300
"252",252,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",1981,50,3,150
"253",253,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Organizational Field Trial Permit (R)",1981,5.75,70,403
"254",254,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (R)",1981,10,1269,12690
"255",255,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (NR)",1981,NA,NA,NA
"256",256,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (Student)",1981,5,465,2325
"257",257,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (R)",1981,5,11436,57180
"258",258,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (NR)",1981,NA,NA,NA
"259",259,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Special",1981,75,22,1650
"260",260,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (Junior)",1981,5,228,1140
"261",261,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (R)",1981,10,3316,33160
"262",262,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (NR)",1981,25,124,3100
"263",263,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Aquaculture Registration (Renewal)",1982,NA,NA,NA
"264",264,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Commercial Hunting Club License",1982,100,45,4500
"265",265,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Dog Training Permit",1982,1,378,378
"266",266,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Falconry License",1982,25,552,13800
"267",267,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Agent License",1982,25,8,200
"268",268,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Buyer",1982,50,19,950
"269",269,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Dealer",1982,NA,NA,NA
"270",270,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 1",1982,5,813,4065
"271",271,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 2",1982,25,90,2250
"272",272,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 3",1982,12.5,50,625
"273",273,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (R)",1982,25,548,13700
"274",274,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (NR)",1982,100,12,1200
"275",275,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Guide Employee Registration",1982,NA,NA,NA
"276",276,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A <500",1982,75,61,4575
"277",277,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A >500",1982,100,83,8300
"278",278,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",1982,50,2,100
"279",279,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Organizational Field Trial Permit (R)",1982,6.25,74,463
"280",280,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (R)",1982,10,1166,11660
"281",281,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (NR)",1982,NA,NA,NA
"282",282,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (Student)",1982,5,464,2320
"283",283,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (R)",1982,5,9380,46900
"284",284,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (NR)",1982,NA,NA,NA
"285",285,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Special",1982,75,49,3675
"286",286,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (Junior)",1982,5,223,1115
"287",287,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (R)",1982,10,3540,35400
"288",288,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (NR)",1982,25,145,3625
"289",289,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Aquaculture Registration (Renewal)",1983,50,306,15300
"290",290,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Commercial Hunting Club License",1983,100,48,4800
"291",291,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Dog Training Permit",1983,1,335,335
"292",292,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Falconry License",1983,25,555,13875
"293",293,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Agent License",1983,25,6,150
"294",294,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Buyer",1983,50,24,1200
"295",295,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Dealer",1983,NA,NA,NA
"296",296,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 1",1983,5,863,4315
"297",297,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 2",1983,25,96,2400
"298",298,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 3",1983,12.5,59,738
"299",299,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (R)",1983,25,613,15325
"300",300,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (NR)",1983,100,9,900
"301",301,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Guide Employee Registration",1983,NA,NA,NA
"302",302,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A <500",1983,75,62,4650
"303",303,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A >500",1983,100,84,8400
"304",304,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",1983,50,2,100
"305",305,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Organizational Field Trial Permit (R)",1983,7,77,539
"306",306,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (R)",1983,10,1067,10670
"307",307,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (NR)",1983,NA,NA,NA
"308",308,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (Student)",1983,5,341,1705
"309",309,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (R)",1983,5,9983,49915
"310",310,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (NR)",1983,NA,NA,NA
"311",311,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Special",1983,75,4,300
"312",312,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (Junior)",1983,15,64,960
"313",313,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (R)",1983,30,1468,44040
"314",314,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (NR)",1983,200,36,7200
"315",315,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Aquaculture Registration (Renewal)",1984,50,355,17750
"316",316,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Commercial Hunting Club License",1984,100,69,6900
"317",317,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Dog Training Permit",1984,1,422,422
"318",318,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Falconry License",1984,25,578,14450
"319",319,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Agent License",1984,25,6,150
"320",320,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Buyer",1984,50,23,1150
"321",321,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Dealer",1984,NA,NA,NA
"322",322,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 1",1984,5,708,3540
"323",323,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 2",1984,25,96,2400
"324",324,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 3",1984,12.5,53,663
"325",325,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (R)",1984,25,685,17125
"326",326,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (NR)",1984,100,12,1200
"327",327,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Guide Employee Registration",1984,NA,NA,NA
"328",328,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A <500",1984,75,59,4425
"329",329,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A >500",1984,100,90,9000
"330",330,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",1984,50,4,200
"331",331,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Organizational Field Trial Permit (R)",1984,7,77,539
"332",332,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (R)",1984,10,1121,11210
"333",333,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (NR)",1984,NA,NA,NA
"334",334,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (Student)",1984,5,328,1640
"335",335,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (R)",1984,5,9408,47040
"336",336,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (NR)",1984,NA,NA,NA
"337",337,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Special",1984,75,15,1125
"338",338,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (Junior)",1984,15,52,780
"339",339,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (R)",1984,35,1567,54845
"340",340,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (NR)",1984,200,43,8600
"341",341,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Aquaculture Registration (Renewal)",1985,50,355,17750
"342",342,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Commercial Hunting Club License",1985,100,47,4700
"343",343,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Dog Training Permit",1985,1,472,472
"344",344,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Falconry License",1985,25,540,13500
"345",345,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Agent License",1985,25,6,150
"346",346,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Buyer",1985,50,24,1200
"347",347,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Dealer",1985,NA,NA,NA
"348",348,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 1",1985,5,671,3355
"349",349,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 2",1985,25,111,2775
"350",350,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 3",1985,12.5,54,675
"351",351,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (R)",1985,25,766,19150
"352",352,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (NR)",1985,100,11,1100
"353",353,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Guide Employee Registration",1985,NA,NA,NA
"354",354,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A <500",1985,75,71,5325
"355",355,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A >500",1985,100,98,9800
"356",356,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",1985,50,5,250
"357",357,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Organizational Field Trial Permit (R)",1985,7,75,525
"358",358,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (R)",1985,10,1138,11380
"359",359,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (NR)",1985,NA,NA,NA
"360",360,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (Student)",1985,5,285,1425
"361",361,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (R)",1985,5,8424,42120
"362",362,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (NR)",1985,NA,NA,NA
"363",363,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Special",1985,75,9,675
"364",364,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (Junior)",1985,15,45,675
"365",365,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (R)",1985,40,1293,51720
"366",366,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (NR)",1985,200,43,8600
"367",367,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Aquaculture Registration (Renewal)",1986,50,298,14900
"368",368,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Commercial Hunting Club License",1986,165,38,6270
"369",369,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Dog Training Permit",1986,2,342,684
"370",370,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Falconry License",1986,30,563,16890
"371",371,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Agent License",1986,35,7,245
"372",372,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Buyer",1986,70,27,1890
"373",373,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Fur Dealer",1986,NA,NA,NA
"374",374,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 1",1986,8,617,4936
"375",375,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 2",1986,40,98,3920
"376",376,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Domesticated Game Breeder License Class 3",1986,12.5,35,438
"377",377,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (R)",1986,45,719,32355
"378",378,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Guide License (NR)",1986,125,16,2000
"379",379,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Guide Employee Registration",1986,NA,NA,NA
"380",380,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A <500",1986,150,70,10500
"381",381,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Game Bird Club A >500",1986,200,84,16800
"382",382,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Licensed Domesticated Migratory Game Bird Shooting Area",1986,80,5,400
"383",383,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Organizational Field Trial Permit (R)",1986,10,35,350
"384",384,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (R)",1986,15,1124,16860
"385",385,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (NR)",1986,NA,NA,NA
"386",386,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Scientific Collecting Permit (Student)",1986,8,266,2128
"387",387,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (R)",1986,10,8876,88760
"388",388,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Standard (NR)",1986,NA,NA,NA
"389",389,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Suction Dredge Permit - Special",1986,130,6,780
"390",390,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (Junior)",1986,15,45,675
"391",391,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (R)",1986,45,1250,56250
"392",392,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Trapping License (NR)",1986,225,45,10125
"393",393,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Aquaculture Registration (Renewal)",1987,100,347,34700
"394",394,"tabula-80s Fees Special Permits.csv","1980s","Licenses","Commercial Hunting Club License",1987,165,46,7590
