"license_type","license","year","value"
"Limited Entry & Restricted Access","Sea Cucumber",1993,106
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1993,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1993,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1993,503
"Late Fees","Limited Entry Late Fee",1993,18
"Late Fees","Market Squid/Light Vessel Late Fee",1993,NA
"Late Fees","Salmon Vessel Late Fee",1993,335
"Registration","Comm Fishing License (R)",1994,NA
"Registration","Comm Fishing License (NR)",1994,835
"Registration","Comm Fishing - Crewmember (R)",1994,5501
"Registration","Comm Fishing - Operator (R)",1994,4911
"Registration","Comm Fishing - Crewmember Upgrade (R)",1994,NA
"Registration","Comm Boat Registration (R)",1994,5166
"Registration","Comm Boat Registration (NR)",1994,411
"Registration","Comm Passenger Fishing Vessel",1994,391
"Registration","Comm Passenger Fishing Vessel W/Salmon",1994,NA
"Registration","Comm Aircraft Registration",1994,19
"Registration","Comm Salmon Stamp",1994,3056
"Registration","John Doe Salmon Stamp",1994,NA
"Registration","Junior Comm Fish License",1994,62
"Registration","Junior Comm Salmon Stamp",1994,8
"Registration","Comm Ocean Enhancement Stamp",1994,224
"Limited Entry & Restricted Access","Abalone Diving Permit",1994,112
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1994,162
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1994,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1994,705
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1994,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1994,NA
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1994,19
"Limited Entry & Restricted Access","Finfish Trap Permit",1994,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1994,308
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1994,323
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1994,97
"Limited Entry & Restricted Access","Herring Stamp",1994,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1994,25
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1994,14
"Limited Entry & Restricted Access","Lobster Permit",1994,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1994,463
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1994,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1994,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1994,307
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1994,8
"Limited Entry & Restricted Access","Salmon Vessel Permit",1994,2470
"Limited Entry & Restricted Access","Sea Cucumber",1994,129
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1994,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1994,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1994,566
"Late Fees","Limited Entry Late Fee",1994,35
"Late Fees","Market Squid/Light Vessel Late Fee",1994,NA
"Late Fees","Salmon Vessel Late Fee",1994,208
"Registration","Comm Fishing License (R)",1995,NA
"Registration","Comm Fishing License (NR)",1995,945
"Registration","Comm Fishing - Crewmember (R)",1995,5318
"Registration","Comm Fishing - Operator (R)",1995,4874
"Registration","Comm Fishing - Crewmember Upgrade (R)",1995,NA
"Registration","Comm Boat Registration (R)",1995,4995
"Registration","Comm Boat Registration (NR)",1995,444
"Registration","Comm Passenger Fishing Vessel",1995,363
"Registration","Comm Passenger Fishing Vessel W/Salmon",1995,42
"Registration","Comm Aircraft Registration",1995,23
"Registration","Comm Salmon Stamp",1995,3224
"Registration","John Doe Salmon Stamp",1995,NA
"Registration","Junior Comm Fish License",1995,67
"Registration","Junior Comm Salmon Stamp",1995,14
"Registration","Comm Ocean Enhancement Stamp",1995,433
"Limited Entry & Restricted Access","Abalone Diving Permit",1995,110
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1995,185
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1995,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1995,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1995,614
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1995,67
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1995,NA
"Limited Entry & Restricted Access","Finfish Trap Permit",1995,NA
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1995,300
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1995,327
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1995,99
"Limited Entry & Restricted Access","Herring Stamp",1995,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1995,22
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1995,13
"Limited Entry & Restricted Access","Lobster Permit",1995,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1995,425
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1995,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1995,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1995,175
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1995,132
"Limited Entry & Restricted Access","Salmon Vessel Permit",1995,2344
"Limited Entry & Restricted Access","Sea Cucumber",1995,129
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1995,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1995,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1995,552
"Late Fees","Limited Entry Late Fee",1995,55
"Late Fees","Market Squid/Light Vessel Late Fee",1995,NA
"Late Fees","Salmon Vessel Late Fee",1995,179
"Registration","Comm Fishing License (R)",1996,NA
"Registration","Comm Fishing License (NR)",1996,1190
"Registration","Comm Fishing - Crewmember (R)",1996,4848
"Registration","Comm Fishing - Operator (R)",1996,4683
"Registration","Comm Fishing - Crewmember Upgrade (R)",1996,NA
"Registration","Comm Boat Registration (R)",1996,4856
"Registration","Comm Boat Registration (NR)",1996,502
"Registration","Comm Passenger Fishing Vessel",1996,354
"Registration","Comm Passenger Fishing Vessel W/Salmon",1996,44
"Registration","Comm Aircraft Registration",1996,21
"Registration","Comm Salmon Stamp",1996,2435
"Registration","John Doe Salmon Stamp",1996,378
"Registration","Junior Comm Fish License",1996,75
"Registration","Junior Comm Salmon Stamp",1996,13
"Registration","Comm Ocean Enhancement Stamp",1996,396
"Limited Entry & Restricted Access","Abalone Diving Permit",1996,103
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1996,167
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1996,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1996,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1996,624
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1996,74
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1996,NA
"Limited Entry & Restricted Access","Finfish Trap Permit",1996,316
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1996,273
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1996,320
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1996,106
"Limited Entry & Restricted Access","Herring Stamp",1996,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1996,21
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1996,14
"Limited Entry & Restricted Access","Lobster Permit",1996,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1996,298
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1996,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1996,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1996,167
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1996,129
"Limited Entry & Restricted Access","Salmon Vessel Permit",1996,2221
"Limited Entry & Restricted Access","Sea Cucumber",1996,134
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1996,NA
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1996,NA
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1996,521
"Late Fees","Limited Entry Late Fee",1996,54
"Late Fees","Market Squid/Light Vessel Late Fee",1996,NA
"Late Fees","Salmon Vessel Late Fee",1996,132
"Registration","Comm Fishing License (R)",1997,NA
"Registration","Comm Fishing License (NR)",1997,1158
"Registration","Comm Fishing - Crewmember (R)",1997,4335
"Registration","Comm Fishing - Operator (R)",1997,4289
"Registration","Comm Fishing - Crewmember Upgrade (R)",1997,150
"Registration","Comm Boat Registration (R)",1997,4531
"Registration","Comm Boat Registration (NR)",1997,487
"Registration","Comm Passenger Fishing Vessel",1997,343
"Registration","Comm Passenger Fishing Vessel W/Salmon",1997,45
"Registration","Comm Aircraft Registration",1997,17
"Registration","Comm Salmon Stamp",1997,2273
"Registration","John Doe Salmon Stamp",1997,335
"Registration","Junior Comm Fish License",1997,69
"Registration","Junior Comm Salmon Stamp",1997,9
"Registration","Comm Ocean Enhancement Stamp",1997,390
"Limited Entry & Restricted Access","Abalone Diving Permit",1997,97
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1997,120
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1997,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1997,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1997,614
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1997,76
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1997,NA
"Limited Entry & Restricted Access","Finfish Trap Permit",1997,198
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1997,219
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1997,320
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1997,108
"Limited Entry & Restricted Access","Herring Stamp",1997,415
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1997,19
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1997,14
"Limited Entry & Restricted Access","Lobster Permit",1997,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1997,243
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1997,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1997,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1997,128
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1997,122
"Limited Entry & Restricted Access","Salmon Vessel Permit",1997,2076
"Limited Entry & Restricted Access","Sea Cucumber",1997,NA
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1997,111
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1997,36
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1997,474
"Late Fees","Limited Entry Late Fee",1997,111
"Late Fees","Market Squid/Light Vessel Late Fee",1997,NA
"Late Fees","Salmon Vessel Late Fee",1997,132
"Registration","Comm Fishing License (R)",1998,NA
"Registration","Comm Fishing License (NR)",1998,1221
"Registration","Comm Fishing - Crewmember (R)",1998,4128
"Registration","Comm Fishing - Operator (R)",1998,4077
"Registration","Comm Fishing - Crewmember Upgrade (R)",1998,136
"Registration","Comm Boat Registration (R)",1998,4341
"Registration","Comm Boat Registration (NR)",1998,460
"Registration","Comm Passenger Fishing Vessel",1998,361
"Registration","Comm Passenger Fishing Vessel W/Salmon",1998,35
"Registration","Comm Aircraft Registration",1998,15
"Registration","Comm Salmon Stamp",1998,1986
"Registration","John Doe Salmon Stamp",1998,244
"Registration","Junior Comm Fish License",1998,54
"Registration","Junior Comm Salmon Stamp",1998,2
"Registration","Comm Ocean Enhancement Stamp",1998,511
"Limited Entry & Restricted Access","Abalone Diving Permit",1998,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1998,148
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1998,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1998,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1998,609
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1998,72
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1998,NA
"Limited Entry & Restricted Access","Finfish Trap Permit",1998,196
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1998,255
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1998,338
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1998,120
"Limited Entry & Restricted Access","Herring Stamp",1998,415
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1998,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1998,NA
"Limited Entry & Restricted Access","Lobster Permit",1998,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1998,274
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1998,NA
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1998,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1998,118
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1998,113
"Limited Entry & Restricted Access","Salmon Vessel Permit",1998,1899
"Limited Entry & Restricted Access","Sea Cucumber",1998,NA
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1998,114
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1998,36
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1998,465
"Late Fees","Limited Entry Late Fee",1998,86
"Late Fees","Market Squid/Light Vessel Late Fee",1998,70
"Late Fees","Salmon Vessel Late Fee",1998,144
"Registration","Comm Fishing License (R)",1999,NA
"Registration","Comm Fishing License (NR)",1999,1270
"Registration","Comm Fishing - Crewmember (R)",1999,3986
"Registration","Comm Fishing - Operator (R)",1999,3805
"Registration","Comm Fishing - Crewmember Upgrade (R)",1999,88
"Registration","Comm Boat Registration (R)",1999,4344
"Registration","Comm Boat Registration (NR)",1999,522
"Registration","Comm Passenger Fishing Vessel",1999,384
"Registration","Comm Passenger Fishing Vessel W/Salmon",1999,35
"Registration","Comm Aircraft Registration",1999,13
"Registration","Comm Salmon Stamp",1999,1957
"Registration","John Doe Salmon Stamp",1999,296
"Registration","Junior Comm Fish License",1999,48
"Registration","Junior Comm Salmon Stamp",1999,4
"Registration","Comm Ocean Enhancement Stamp",1999,653
"Limited Entry & Restricted Access","Abalone Diving Permit",1999,NA
"Limited Entry & Restricted Access","Drift Gill Net Shark/Swordfish Permit",1999,136
"Limited Entry & Restricted Access","Drift Gill Net (Vessel)",1999,NA
"Limited Entry & Restricted Access","Dungeness Crab Permit",1999,NA
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (R)",1999,604
"Limited Entry & Restricted Access","Dungeness Crab Vessel Permit (NR)",1999,70
"Limited Entry & Restricted Access","Experimental Drift Gill Net - Swordfish",1999,NA
"Limited Entry & Restricted Access","Finfish Trap Permit",1999,158
"Limited Entry & Restricted Access","General Gill/Trammel Net Permit",1999,245
"Limited Entry & Restricted Access","Herring Gill Net Permit(R)",1999,338
"Limited Entry & Restricted Access","Herring Gill Net Permit(NR)",1999,122
"Limited Entry & Restricted Access","Herring Stamp",1999,415
"Limited Entry & Restricted Access","Herring Round Haul Permit (R)",1999,NA
"Limited Entry & Restricted Access","Herring Round Haul Permit (NR)",1999,NA
"Limited Entry & Restricted Access","Lobster Permit",1999,NA
"Limited Entry & Restricted Access","Lobster Operator Permit",1999,266
"Limited Entry & Restricted Access","Nearshore Fishery Permit",1999,1184
"Limited Entry & Restricted Access","Pink Shrimp Trawl Permit",1999,NA
"Limited Entry & Restricted Access","Pink Shrimp (Individual)",1999,106
"Limited Entry & Restricted Access","Pink Shrimp (Vessel)",1999,107
"Limited Entry & Restricted Access","Salmon Vessel Permit",1999,1800
"Limited Entry & Restricted Access","Sea Cucumber",1999,NA
"Limited Entry & Restricted Access","Sea Cucumber Diving Permit",1999,103
"Limited Entry & Restricted Access","Sea Cucumber Trawl Permit",1999,36
"Limited Entry & Restricted Access","Sea Urchin Diving Permit",1999,433
"Late Fees","Limited Entry Late Fee",1999,99
"Late Fees","Market Squid/Light Vessel Late Fee",1999,28
"Late Fees","Salmon Vessel Late Fee",1999,129
