CUST_ORG,BUS_CAT_CL,BUS_CAT_DS,OCCPNT_TYP,SRCDATA_ID,SRC_ID_IND,FCLTY_NM,DESCRIPTN,ADDRESS,OTHER_ADDR,ST_ADDRESS,POSTAL_CD,LOCALITY,CONT_PHONE,CONT_EMAIL,CONT_FAX,WEBSITE,IMAGE_URL,LATITUDE,LONGITUDE,KEYWORDS,DT_UPDATE,GEOCD_IND,AUTHORITY,OPERATOR,COMMODITY,STOR_CPCTY,DATA_SRCE,TYPE_USE,BERTH_DESC,SHAPE,SEQ_ID,X,Y
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,325,N,Sointula,Port,"Sointula, BC","Malcolm Island Lions Club, 710 1st St, PO Box 202, Sointula, BC  V0N 3E0",,,Sointula,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.640834999999996,-127.030367,Sointula; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Malcolm Island Lions Club,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pumpout, storage, fuel sales, restroom facilities, laundry, pay phone",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, breakwater, plane float",,453,-127.0303669993398,50.64083500041093
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,326,N,Gilford Island,Port,"Gilford Island, BC","Gilford Island, BC",,,Gilford Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.695733999999995,-126.60157699999999,Gilford Island; Non-Core; Fishing; Port; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,wharf and floats,,401,-126.60157700586534,50.695734000159646
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,327,N,Sea Otter Cove - Mooring Buoys,Port,"Cape Scott Park, BC","General Delivery, Winter Harbour, BC  V0N 3L0",,V0N 3L0,Cape Scott Park,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.6780556,-128.35,Sea Otter Cove; Core; Fishing; Port; Small Craft Harbour; Mooring Buoys,20200121073233,,Winter Harbour Authority ,DFO Small Craft Harbour,"fish, core fishing harbour",N/A,Department of Fisheries and Oceans Small Craft Harbours,Fishing,mooring buoys,,333,-128.34999999381654,50.678055561755954
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,328,N,Port Hardy,Port,"Port Hardy, BC","Port Hardy, BC",,,Port Hardy,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,50.713674,-127.491535,Port Hardy; Core; Fishing; Port; Small Craft Harbour,20200121073233,,The Corporation of the District of Port Hardy,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pay phone, restroom facilities, storage, pumpout",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, launch, breakwater and plane float",,353,-127.49153499871312,50.713674002453715
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,329,N,Bull Harbour (Hope Island),Port,"Hope Island, BC","PO Box 339, Port Hardy, BC  V0N 2P0",,V0N 2P0,Hope Island,,,,http://www.tlatlasikwala.com/visitors.html,,50.9148953,-127.93582599999999,Bull Harbour; Hope Island; Fishing; Harbour; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,"wharf, plane float",,191,-127.9358260044966,50.91489528176745
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,330,N,Bella Bella (Martins Cove),Port,"Bella Bella, BC","Bella Bella, BC",,V0T 1Z0,Bella Bella,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=f&p=bc,,52.1714812,-128.1421396,Bella Bella;  Harbour; Fishing; Recreational; Marina; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour","moorage, hydro, water, showers, phone, fuel sales",Department of Fisheries and Oceans Small Craft Harbours,Fishing; Recreational,"wharf and floats, fuel dock",,277,-128.1421396038011,52.17148121920353
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,331,N,Ocean Falls,Port,"50 Twin Lakes Dr, Ocean Falls, BC","50 Twin Lakes Dr, Ocean Falls, BC",50 Twin Lakes Dr,V0T 1P0,Ocean Falls,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,52.3530379,-127.697356,Ocean Falls; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Ocean Falls Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, restroom facilities, pay phone, laundry",Department of Fisheries and Oceans Small Craft Harbours,Fishing,"floats, breakwater, plane float",,317,-127.69735599929369,52.35303786571644
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,332,N,Bella Coola,Port,"Bella Coola, BC","PO Box 751, Bella Coola, BC  V0T 1C0",,V0T 1C0,Bella Coola,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/ha-ap-eng.asp?p=bc#PA001,,52.375133999999996,-126.793352,Bella Coola; Port; Fishing; Small Craft Harbour; Marina,20200121073233,,Bella Coola Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, water, fuel, garbage",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing ,"wharf and floats, launch, plane float, derrick, breakwater",,265,-126.79335200217196,52.37513400397645
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,333,N,Klemtu,Port,"Klemtu, BC","Klemtu, BC",,,Klemtu,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,52.590516,-128.523635,Klemtu; Non-Core; Fishing; Harbour; Small Craft Harbour ,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,wharf and floats,,499,-128.52363500518126,52.59051600012258
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,334,N,Douglas Inlet,Harbour,"Sewell Inlet, BC","Sewell Inlet, BC",,,Sewell Inlet,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,52.9325225,-132.1743118,Douglas Inlet; Haida Gwaii; Non-core; Fishing; Harbour; Small Craft Harbours; Mooring buoys,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, moorage",No services,Department of Fisheries and Oceans Small Craft Harbours,Fishing,mooring buoys,,481,-132.17431180384398,52.932522463840826
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,335,N,Skidegate Landing,Port,"Skidegate, BC","Skidegate, BC",,,Skidegate,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,53.2463889,-132.0094444,Skidegate Landing; Non-Core; Fishing; Port; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,wharf and floats,,515,-132.00944439456993,53.24638888716221
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,336,N,Queen Charlotte City,Port,"Queen Charlotte, BC","PO Box 68, Queen Charlotte City, BC  V0T 1S0",,V0T 1S0,Queen Charlotte,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,53.253009,-132.073002,Queen Charlotte City; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Queen Charlotte City Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, garbage, lights, pay phone, restroom facilities, laundry, water",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, breakwater, plane float",,257,-132.0730019945717,53.253008996165825
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,337,N,Hartley Bay,Port,"Hartley Bay, BC","Hartley Bay, BC",,,Hartley Bay,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,53.4246065,-129.2511979,Hartley Bay; Non-Core; Fishing; Port; Small Craft Harbour,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,wharf and floats,,437,-129.25119790669294,53.42460649862194
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,338,N,Port Clements,Port,"Port Clements, BC","PO Box 198, Port Clements, BC  V0T 1R0",,V0T 1R0,Port Clements,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,53.6898681,-132.1831862,Port Clements; Core; Fishing; Port; Small Craft Harbour,20200121073233,,The Corporation of the Village of Clements,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, launch, breakwater",,329,-132.18318619290014,53.6898681101244
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,339,N,Kitkatla,Port,"57 Ocean Dr, Kitkatla, BC","57 Ocean Dr, Kitkatla, BC",57 Ocean Dr,V0V 1C0,Kitkatla,,,,http://www.kindermorgan.com/pages/business/canada/transmountain.aspx,,53.795175,-130.4388889,Kitkatla; Non-Core; Fishing; Harbour; Small Craft Harbour ,20200121073233,,Gitxala Harbour Authority ,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,wharf and floats,,217,-130.43888889251775,53.79517499605673
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,340,N,Kitamaat Village,Port,"Kitimat, BC","PO Box 1101, Kitamaat Village, BC  V0T 2B0",,V0T 2B0,Kitimat,,,,http://www.kindermorgan.com/pages/business/canada/transmountain.aspx,,53.966376999999994,-128.651724,Kitamaat Village; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Haisla Harbour Authority ,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, parking",Department of Fisheries and Oceans Small Craft Harbours,Fishing,"wharf and floats, breakwater, launch, derrick",,433,-128.65172400001106,53.9663770012325
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,341,N,Oona River - Mooring Buoys,Port,"1160 Riverside Dr, Oona River, BC","1160 Riverside Dr, Oona River, BC",1160 Riverside Dr,V0V 1E0,Oona River,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,53.941117999999996,-130.237475,Oona River; Mooring Buoys; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Oona River Community Association,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,mooring buoys,,465,-130.23747500169364,53.941117997092796
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,342,N,Oona River,Port,"1160 Riverside Dr, Oona River, BC","1160 Riverside Dr, Oona River, BC",1160 Riverside Dr,V0V 1E0,Oona River,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,53.9423035,-130.2484685,Oona River; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Oona River Community Association,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights, water, pay phone",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, breakwater, plane float",,355,-130.24846849635955,53.94230352860206
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,343,N,Former Eurocan Paper Export Terminal,Terminal,"Kitimat, BC",Facility located on the east side of the harbour,,,Kitimat,,,,http://www.kitimat.ca/EN/index.html,,53.9949839,-128.6807821,Terminal; Kitimat; Douglas Channel ,20200121073233,,Private port with no Harbour Master/Authority,Currently not utilized ,"facility not in use (2016), previously used for paper products","73,200 sq m warehouse storage",City of Kitimat; Port of Kitimat; BC Ports Handbook 2014,Not in use,"2 berths, length 137 m, southern berth 14 m depth; northern berth 10.9 m depth, 90 m width, mooring buoys at each berth",,489,-128.68078209398084,53.99498390445524
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,344,N,Shell (former Methanex) Terminal,Terminal,"Kitimat, BC","Kitimat, BC",,V8C 2G7,Kitimat,,,,http://www.kitimat.ca/,,53.9952724,-128.6874362,Kitimat; North Coast; Natural Gas; Terminal; Private Port; Douglas Channel,20200121073233,,Private port with no Harbour Master/Authority,Shell Canada Energy,"methanol, condensate",No on-land storage. Berth has capacity to accommodate vessels up to 177 m length.,City of Kitimat; Port of Kitimat; BC Ports Handbook 2014,Energy,"length 430 m, depth 12 m, width: 90 m; loading platform with pads and mooring dolphins with 78 m between breasting pads and 300 m between dolphins",,269,-128.68743619585422,53.99527240377389
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,345,N,Alcan Terminal,Terminal,"Kitimat, BC","1 Smeltersite Rd, PO Box 1800, Kitimat, BC  V8C 2H2",,V8C 2H2,Kitimat,,,,http://www.riotintobcoperations.com/about-us/,,53.9978172,-128.6931671,Alcan; Terminal; Kitimat; Aluminum; Douglas Channel; Ore,20200121073233,,Private port with no Port Authority,Alcan Primary Metal,"bulk alumina, liquid pitch, cock and fluoride, aluminum products",Open Storage Only,Alcan Primary Metal; Rio Tinto BC Operations; BC Ports Handbook 2014,Bulk,"Berth 1: length 229.5 m, depth 10.67 m (At 0 tide), mooring buoys south of terminal for vessels up to 175 m length; Berth 2 for Kamno Passenger Ferry",,255,-128.69316709347896,53.997817228215425
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,346,N,Hunts Inlet (Porcher Island),Port,"Porcher Island, BC","Porcher Island, BC",,,Porcher Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.0684545,-130.4445475,Hunts Inlet; Porcher Island; Non-Core; Fishing; Harbour; Small Craft Harbour ,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing,dock and floats,,523,-130.44454750421335,54.068454478780694
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,347,N,Masset (Delkatla Slough),Port,"Masset, BC","PO Box 35, Masset, BC  V0T 1M0",,V0T 1M0,Masset,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.009015999999995,-132.140376,Masset; Delkatla Slough; Pender Harbour; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Delkatla Slough Harbour Authority ,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing ,"wharf and floats, derrick",,405,-132.14037599546918,54.00901600419492
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,348,N,Wiah Point,Port,"Cape Knox, BC","Cape Knox, BC",,,Cape Knox,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.1117612,-132.30935499999998,Wiah Point; Non-core; Fishing; Small Craft Harbours,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, non-core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,floats,,395,-132.309354995601,54.111761211112494
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,349,N,Ridley Terminals Inc (Ridley Island),Terminal,"Prince Rupert, BC","PO Bag 8000, Prince Rupert, BC  V8J 4H3",,V8J 4H3,Prince Rupert,,,,http://www.rti.ca/,,54.2254988,-130.3347349,Ridley Island; Terminal; Coal; Petroleum; Wood Products; North Coast,20200121073233,,Port Edward Harbour Authority,Government of Canada,"metallurgical and thermal coal, petroleum coke, wood pellets",Annual capacity is 12 million tonnes; storage for up to 1.2 million tonnes on site,Port Edward Harbour Authority; Ridley Terminals Inc; BC Ports Handbook 2014,Breakbulk and Bulk ,"length 420 m, berthing dolphins:150 m ; mooring dolphins 370 m, depth 22.8 m",,357,-130.3347348952964,54.22549880268103
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,350,N,Port Edward,Port,"Port Edward, BC","PO Box 1820, 200 Bayview Dr, Port Edward, BC  V0V 1G0",,V0V 1G0,Port Edward,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.2278861,-130.2962972,Port Edward; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Port Edward Harbour Authority ,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, parking, pay phone, restroom facilities, laundry, storage, security",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, breakwater",,223,-130.29629719406267,54.22788611021387
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,351,N,Prince Rupert  Grain Ltd,Terminal,"Prince Rupert, BC","PO Box 877, Ridley Island, Prince Rupert, BC  V8J 3Y1",,V8J 3Y1,Prince Rupert,,,,http://www.rupertport.com/shipping/terminals/prg,,54.2318938,-130.3361232,Grain; Terminal; Prince Rupert; North Coast,20200121073233,,Prince Rupert Port Authority,Prince Rupert Grain Ltd ,"wheat, barley, canola and other grains","3 tower mounted shiploads; 8 shipping bins at 750 tonnes, 2 conveyors operating at 2000 tonnes/hr ",Prince Rupert Port Authority; BC Ports Handbook 2014,Bulk ,"Berthing dolphins 118 m; mooring dolphins 240 m, depth 13.7 m",,389,-130.33612320411862,54.23189383167686
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,352,N,Fairview Container Terminal,Terminal,"3100 Scott Rd, Prince Rupert, BC","3100 Scott Rd, Prince Rupert, BC",3100 Scott Rd,V8J 3P4,Prince Rupert,,,,https://www.dpworld.ca/prince-rupert-fairview-container-terminal/,,54.2867566,-130.3606616,Fairview; Container; Terminal; Prince Rupert; North Coast,20200121073233,,Prince Rupert Port Authority,Maher Terminals Holding Corp.,containerized cargo,"58 acre site with 4 high 9430 TEU capacity. Terminal anual capacity 500,000 TEUs",DP World Prince Rupert; Prince Rupert Port Authority; BC Ports Handbook 2014,Container,"3 berths with a total length of 642 m, depth 16 m; rail access and capacity",,243,-130.36066159585167,54.28675661702766
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,353,N,Prince Rupert (Dodge Cove),Port,"Digby Island, BC","PO Box 742, Prince Rupert, BC  V8J 3S1",,V8J 3S1,Digby Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.2885,-130.3845917,Prince Rupert; Dodge Cove; Core; Fishing; Port; Small Craft Harbour,20200121073233,,The Harbour Authority of Dodge Cove,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, lights",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick",,441,-130.3845917050081,54.28850000063762
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,354,N,Prince Rupert (Fairview Bay),Port,"Prince Rupert, BC","PO Box 1820, 200 Bayview Dr, Port Edward, BC  V0V 1G0",,V0V 1G0,Prince Rupert,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.2924695,-130.3547026,Prince Rupert; Fariview Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Port Edward Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, pay phone, restroom facilities, parking, security",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, breakwater",,237,-130.3547025928712,54.29246953237109
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,355,N,Westview Terminal,Terminal,"25 Waterfront St, Prince Rupert, BC","25 Waterfront St, Prince Rupert, BC",25 Waterfront St,V8J 3P6,Prince Rupert,,,,http://www.rupertport.com/,,54.310238999999996,-130.3375002,Westview; Prince Rupert; North Coast; Fish; Terminal,20200121073233,,Prince Rupert Port Authority,Prince Rupert Port Authority,fish unloading / remainder available for lease,N/A,Prince Rupert Port Authority; BC Ports Handbook 2014,Fishing,"length 309 m, depth 12.2 m",,289,-130.33750019918364,54.310238987455165
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,356,N,Henslung Cove,Harbour,"Langara Island, BC","Langara Island, BC",,,Langara Island,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.1909002,-133.0016848,Henslung Cove; Non-Core; Fishing; Harbour; Small Craft Harbour; Mooring buoys,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, moorage",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,mooring buoys,,365,-133.00168480131845,54.19090023139727
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,357,N,Prince Rupert (Cow Bay),Port,"Prince Rupert, BC","PO Box 1820, 200 Bayview Dr, Port Edward, BC  V0V 1G0",,V0V 1G0,Prince Rupert,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.3180725,-130.3232565,Prince Rupert; Cow Bay; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Port Edward Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, lights, garbage",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,wharf and floats,,281,-130.3232565015974,54.31807249155563
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,358,N,Atlin Cruise Terminal,Terminal,"Prince Rupert, BC","Prince Rupert, BC",,V8J 1A2,Prince Rupert,,,,http://legacy.rupertport.com/facilities/atlin,,54.3182671,-130.3224751,Atlin; Cruise; Passenger; Terminal ,20200121073233,,Prince Rupert Port Authority,Prince Rupert Port Authority,passengers,"passenger terminal, passenger services ( shopping, restaurants), customs",Prince Rupert Port Authority; BC Ports Handbook 2014,Passenger Cruise ,"Berth length 300 m, Maximum length of vessel 100 m, min 5 m depth",,439,-130.32247510596233,54.31826712302179
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,359,N,Northland Cruise Terminal,Terminal,"Prince Rupert, BC","PO Box 246, Prince Rupert, BC  V8J 3P6",,V8J 3P6,Prince Rupert,,,,http://www.rupertport.com/operations/facilities,,54.3185273,-130.3218374,Northland; Cruise; Terminal; Prince Rupert; North Coast; Passenger,20200121073233,,Prince Rupert Port Authority,Prince Rupert Port Authority,passengers,N/A,Prince Rupert Port Authority; BC Ports Handbook 2014,Cruiseship,"length 330 m, depth 15 m, max ship length 330 m",,337,-130.32183739486058,54.318527337366575
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,360,N,Prince Rupert (Rushbrook),Port,"Prince Rupert, BC","PO Box 1820, 200 Bayview Dr, Port Edward, BC  V0V 1G0",,V0V 1G0,Prince Rupert,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.325061999999996,-130.305185,Prince Rupert; Rushbrook; Core; Fishing; Port; Small Craft Harbour,20200121073233,,Port Edward Harbour Authority,DFO Small Craft Harbour,"fish, core fishing harbour","moorage, hydro, water, garbage, lights, pay phone, restroom facilities, parking, security",Department of Fisheries and Oceans Small Craft Harbours; Harbour Authority of British Columbia; BC Ports Handbook 2014,Fishing,"wharf and floats, derrick, breakwater, launch",,319,-130.30518500403744,54.32506200042
"Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC ",waterTransportation,Water Transportation,BC Ports and Terminals,361,N,Port Simpson,Port,"Lax Kwalaams, BC","Lax Kwalaams, BC",,,Lax Kwalaams,,,,http://www.dfo-mpo.gc.ca/sch-ppb/list-liste/harb-port-eng.asp?c=a&p=bc,,54.5610083,-130.4312139,Port Simpson; Port; Fishing; Non-Core; Small Craft Harbour ,20200121073233,,Department of Fisheries and Oceans,DFO Small Craft Harbour,"fish, core fishing harbour",moorage,Department of Fisheries and Oceans Small Craft Harbours,Fishing ,wharf and floats,,221,-130.4312139029758,54.56100833235226
