"source","table","region","port_complex_group","port_complex","year","category","comm_name_orig","comm_name","sci_name","landings_n"
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Coastal pelagic species","California barracuda","California barracuda","Sphyraena argentea",282552
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Coastal pelagic species","Pacific bonito","Pacific bonito","Sarda chiliensis",70078
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Coastal pelagic species","Jack mackerel","Pacific jack mackerel","Trachurus symmetricus",19407
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Coastal pelagic species","Pacific mackerel","Pacific mackerel","Scomber japonicus",315037
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Flatfish","California halibut","California halibut","Paralichthys californicus",59674
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Highly migratory species","Albacore tuna","Albacore tuna","Thunnus alalunga",20098
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Highly migratory species","Bluefin tuna","Bluefin tuna","Thunnus thynnus",966
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Highly migratory species","California yellowtail","Yellowtail (amberjack)","Seriola lalandi",40872
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Other species","All other species","All other species","variable spp.",177335
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Other species","California sheephead","California sheephead","Semicossyphus pulcher",21499
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Other species","Kelp/sand bass","Kelp/sand bass","Paralabrax spp.",876667
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Other species","Ocean whitefish","Ocean whitefish","Caulolatilus princeps",9952
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Other species","White seabass","White seabass","Atractoscion nobilis",41588
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Rockfish","Sculpin","California scorpionfish","Scorpaena guttata",33462
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Rockfish","Rockfish","Rockfish","Sebastes spp.",1149367
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",13132
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",22940
"FB 121","FB 121","Statewide","Statewide","Statewide",1954,"Salmon","Salmon","Salmon","Oncorhynchus spp.",119911
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Coastal pelagic species","California barracuda","California barracuda","Sphyraena argentea",154962
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Coastal pelagic species","Pacific bonito","Pacific bonito","Sarda chiliensis",22409
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Coastal pelagic species","Jack mackerel","Pacific jack mackerel","Trachurus symmetricus",39473
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Coastal pelagic species","Pacific mackerel","Pacific mackerel","Scomber japonicus",151018
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Flatfish","California halibut","California halibut","Paralichthys californicus",35802
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Highly migratory species","Albacore tuna","Albacore tuna","Thunnus alalunga",78688
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Highly migratory species","Bluefin tuna","Bluefin tuna","Thunnus thynnus",8179
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Highly migratory species","California yellowtail","Yellowtail (amberjack)","Seriola lalandi",36468
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Other species","All other species","All other species","variable spp.",99051
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Other species","California sheephead","California sheephead","Semicossyphus pulcher",14102
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Other species","Kelp/sand bass","Kelp/sand bass","Paralabrax spp.",497343
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Other species","Ocean whitefish","Ocean whitefish","Caulolatilus princeps",9508
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Other species","White seabass","White seabass","Atractoscion nobilis",30103
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Rockfish","Sculpin","California scorpionfish","Scorpaena guttata",28613
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Rockfish","Rockfish","Rockfish","Sebastes spp.",1737707
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",12366
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",29113
"FB 121","FB 121","Statewide","Statewide","Statewide",1955,"Salmon","Salmon","Salmon","Oncorhynchus spp.",128978
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Coastal pelagic species","California barracuda","California barracuda","Sphyraena argentea",87603
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Coastal pelagic species","Pacific bonito","Pacific bonito","Sarda chiliensis",61404
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Coastal pelagic species","Jack mackerel","Pacific jack mackerel","Trachurus symmetricus",23493
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Coastal pelagic species","Pacific mackerel","Pacific mackerel","Scomber japonicus",121136
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Flatfish","California halibut","California halibut","Paralichthys californicus",21661
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Highly migratory species","Albacore tuna","Albacore tuna","Thunnus alalunga",65814
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Highly migratory species","Bluefin tuna","Bluefin tuna","Thunnus thynnus",34187
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Highly migratory species","California yellowtail","Yellowtail (amberjack)","Seriola lalandi",29198
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Other species","All other species","All other species","variable spp.",62027
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Other species","California sheephead","California sheephead","Semicossyphus pulcher",14789
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Other species","Kelp/sand bass","Kelp/sand bass","Paralabrax spp.",470362
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Other species","Ocean whitefish","Ocean whitefish","Caulolatilus princeps",7951
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Other species","White seabass","White seabass","Atractoscion nobilis",19755
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Rockfish","Sculpin","California scorpionfish","Scorpaena guttata",36558
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Rockfish","Rockfish","Rockfish","Sebastes spp.",2036708
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",18195
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",37649
"FB 121","FB 121","Statewide","Statewide","Statewide",1956,"Salmon","Salmon","Salmon","Oncorhynchus spp.",114505
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Coastal pelagic species","California barracuda","California barracuda","Sphyraena argentea",577184
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Coastal pelagic species","Pacific bonito","Pacific bonito","Sarda chiliensis",258555
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Coastal pelagic species","Jack mackerel","Pacific jack mackerel","Trachurus symmetricus",6878
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Coastal pelagic species","Pacific mackerel","Pacific mackerel","Scomber japonicus",151960
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Flatfish","California halibut","California halibut","Paralichthys californicus",10795
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Highly migratory species","Albacore tuna","Albacore tuna","Thunnus alalunga",41540
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Highly migratory species","Bluefin tuna","Bluefin tuna","Thunnus thynnus",6428
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Highly migratory species","California yellowtail","Yellowtail (amberjack)","Seriola lalandi",242686
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Other species","All other species","All other species","variable spp.",50148
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Other species","California sheephead","California sheephead","Semicossyphus pulcher",15105
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Other species","Kelp/sand bass","Kelp/sand bass","Paralabrax spp.",609071
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Other species","Ocean whitefish","Ocean whitefish","Caulolatilus princeps",4389
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Other species","White seabass","White seabass","Atractoscion nobilis",19030
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Rockfish","Sculpin","California scorpionfish","Scorpaena guttata",13473
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Rockfish","Rockfish","Rockfish","Sebastes spp.",1395151
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",14479
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",38012
"FB 121","FB 121","Statewide","Statewide","Statewide",1957,"Salmon","Salmon","Salmon","Oncorhynchus spp.",44701
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Coastal pelagic species","California barracuda","California barracuda","Sphyraena argentea",782723
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Coastal pelagic species","Pacific bonito","Pacific bonito","Sarda chiliensis",422568
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Coastal pelagic species","Jack mackerel","Pacific jack mackerel","Trachurus symmetricus",27867
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Coastal pelagic species","Pacific mackerel","Pacific mackerel","Scomber japonicus",136607
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Flatfish","California halibut","California halibut","Paralichthys californicus",16192
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Highly migratory species","Albacore tuna","Albacore tuna","Thunnus alalunga",6482
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Highly migratory species","Bluefin tuna","Bluefin tuna","Thunnus thynnus",884
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Highly migratory species","California yellowtail","Yellowtail (amberjack)","Seriola lalandi",123384
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Other species","All other species","All other species","variable spp.",44939
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Other species","California sheephead","California sheephead","Semicossyphus pulcher",18120
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Other species","Kelp/sand bass","Kelp/sand bass","Paralabrax spp.",653671
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Other species","Ocean whitefish","Ocean whitefish","Caulolatilus princeps",6143
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Other species","White seabass","White seabass","Atractoscion nobilis",34039
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Rockfish","Sculpin","California scorpionfish","Scorpaena guttata",13743
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Rockfish","Rockfish","Rockfish","Sebastes spp.",1561132
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",9909
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",39801
"FB 121","FB 121","Statewide","Statewide","Statewide",1958,"Salmon","Salmon","Salmon","Oncorhynchus spp.",52676
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Coastal pelagic species","California barracuda","California barracuda","Sphyraena argentea",1195585
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Coastal pelagic species","Pacific bonito","Pacific bonito","Sarda chiliensis",776386
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Coastal pelagic species","Jack mackerel","Pacific jack mackerel","Trachurus symmetricus",11820
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Coastal pelagic species","Pacific mackerel","Pacific mackerel","Scomber japonicus",88952
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Flatfish","California halibut","California halibut","Paralichthys californicus",25365
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Highly migratory species","Albacore tuna","Albacore tuna","Thunnus alalunga",39
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Highly migratory species","Bluefin tuna","Bluefin tuna","Thunnus thynnus",1330
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Highly migratory species","California yellowtail","Yellowtail (amberjack)","Seriola lalandi",457350
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Other species","All other species","All other species","variable spp.",28039
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Other species","California sheephead","California sheephead","Semicossyphus pulcher",17146
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Other species","Kelp/sand bass","Kelp/sand bass","Paralabrax spp.",428426
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Other species","Ocean whitefish","Ocean whitefish","Caulolatilus princeps",5608
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Other species","White seabass","White seabass","Atractoscion nobilis",10593
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Rockfish","Sculpin","California scorpionfish","Scorpaena guttata",11477
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Rockfish","Rockfish","Rockfish","Sebastes spp.",1177979
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Roundfish","Cabezon","Cabezon","Scorpaenichthys marmoratus",5329
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Roundfish","Lingcod","Lingcod","Ophiodon elongatus",31206
"FB 121","FB 121","Statewide","Statewide","Statewide",1959,"Salmon","Salmon","Salmon","Oncorhynchus spp.",55945
